node_id,in_degree,out_degree,betweenness,pagerank
17f697500cal0i1v2hh14qewvbrwrn,0,2,0.0,0.0004023146579145736
17f696a35c3l0i1v2k2s30hlu2y50j,0,2,0.0,0.0004023146579145736
17f6992d42bl0i1v2mmti9t0qkl5yj,0,3,0.0,0.0004023146579145736
17f69a221c9l0i2ojlqe4t4u5lk6pc,5,16,1.917634712640041e-06,0.0004950327518637634
17f69ddf39dl0i2ojm1riku8s6qxfs,9,12,1.4382260344800308e-06,0.0006187174899090765
17f69f1be7cl0i2ojly1jcpn4j09p3,10,0,0.0,0.003078677994545041
17f69af3e48l0i2ojme5z01n0gziz,7,4,1.677930373560036e-06,0.0009606510505176675
17f69b266a8l0i2okbqoh1wxlp59l,0,0,0.0,0.0004023146579145736
17f698fa9a6l0i2oki2yjnuz5pqjrh,1,9,0.0,0.00043653575069745704
17f69b2abd8l0i2oki2301lpwzqbe8,0,2,0.0,0.0004023146579145736
17f69f7be15l0i2oki48thaky6x3tg,1,1,0.0,0.00043570342733332873
17f69b259e2l0i2ol1q157ho9f89ia,5,7,0.0,0.000579001769252424
17f69cd42f7l0i2ol82u1cg8l2ia3d,10,2,3.5955650862000774e-06,0.0012836967093346264
17f69de1218l0i2olc1m799deyzbgj,10,10,0.0,0.0006625895078571352
17f69ddef68l0i2olcp6li59r4nce2,9,1,0.0,0.0016614929301000557
17f699a4f38l0i2olkl6gze7y5zrp8,3,7,0.0,0.0005285993378363557
17f69768ff6l0i2olppqo9yb2ltjcb,1,7,9.588173563200206e-07,0.00045120193331869276
17f69b2925el0i2olviqhconjh7a7i,1,5,0.0,0.0004593498125527127
17f69c203c0l0i2oly55scrrz3xpp,0,0,0.0,0.0004023146579145736
17f699a9d79l0i2olzmep3owqdj2z6,0,0,0.0,0.0004023146579145736
17f69998867l0i2ommc4k9yu9xtixv,0,0,0.0,0.0004023146579145736
17f69b68561l0i2omq2dgwdcu8vtr,0,0,0.0,0.0004023146579145736
17f69929146l0i2omt69yecqm01d4k,0,1,0.0,0.0004023146579145736
17f6998a6eel0i2omw40wiu6ms1t9nd,3,17,0.0,0.0004535261988243206
17f69a4d1del0i2omxljdmymj6gaho,6,4,0.0,0.0007921030544751633
17f69b242a4l0i2onfyowzjcqnhqab,4,10,7.350933065120158e-07,0.0005297214558488873
17f69b22fd9l0i2ono62dded63kgv,3,9,7.191130172400154e-07,0.00048397663376121387
17f69c93f4al0i2onohm0srozqz4mq,6,14,0.0,0.00052135299555783
17f69bd66dfl0i2onozxtj8yo2qu5,0,0,0.0,0.0004023146579145736
17f69a1444fl0i2onsit6ui4qbh37,5,5,0.0,0.0006769040228910777
17f69b62be6l0i2oob07ui5payf2ua,1,0,0.0,0.0007445255857434084
17f699ebb1fl0i2oobc8fbwg1v80tt,4,6,0.0,0.0005928399980803055
17f698c6f91l0i2oocga05vyun858c,0,1,0.0,0.0004023146579145736
17f6996fdcdl0i2oog5491c2w2vvca,2,8,0.0,0.00047779442542949125
17f69a53534l0i2ooknu8c8fgegqyk,0,2,0.0,0.0004023146579145736
17f699bcb3bl0i2oow8kivoxqcuy,1,0,0.0,0.0007445255857434084
17f698554e5l0i2oowdg1ris9og1e7,0,1,0.0,0.0004023146579145736
17f69af9513l0i2oowjvkhmdl5ivl,4,8,0.0,0.0005233486627589997
17f69cd292cl0i2op4nttt4k4nvxs,4,2,0.0,0.0006293396895421373
17f69e0ee62l0i2op8mg1tq4mnfjjb,5,1,0.0,0.0008970753605301295
17f69f5e08al0i2opgccucgwqfl6n6,1,1,2.3970433908000515e-07,0.000573420121828991
17f69c47999l0i2opsy0tzdm0h1sa5o,0,0,0.0,0.0004023146579145736
17f69cd5735l0i2opwywnh7fxq5rof,7,2,1.677930373560036e-06,0.0011551818786247926
17f69c760bdl0i2opziqz256a85vp,8,2,0.0,0.0011651497556375515
17f696fdac2l0i2oq2molwm1a5hu8i,0,2,0.0,0.0004023146579145736
17f6974b8aal0i2oq6qbzsegb120iw,0,1,0.0,0.0004023146579145736
17f69b6a938l0i2oqf3un7j999hkw,7,5,2.8764520689600615e-06,0.0006344428260393241
17f69eff01al0i2oqjvfu73rchcwbv,0,1,0.0,0.0004023146579145736
17f69958b0al0i2oqm9ou8yw1ogg8,2,19,8.86906054596019e-06,0.0004641481638816791
17f699524dal0i2oqpa3288ofa2qpo,6,20,1.4382260344800308e-06,0.0004895108352561609
17f69719075l0i2oqs9tcpu9et7pj,4,23,7.670538850560165e-06,0.0004590359205115539
17f697ea1d2l0i2or0eyxansf8mnh,0,10,0.0,0.0004023146579145736
17f6990f111l0i2or5bdgg2tnr0u3g,1,8,0.0,0.00043653575069745704
17f69e76b78l0i2or85s9z9chrhhg8,0,0,0.0,0.0004023146579145736
17f69d9a072l0i2org49ab76ad6ehn,4,2,0.0,0.0006149899612422599
17f699f1b44l0i2orwujvu4mfw544,0,1,0.0,0.0004023146579145736
17f6985df0bl0i2os10gas1pv9n5r,0,0,0.0,0.0004023146579145736
17f69c35597l0i2osam7pab26jygzi,9,2,0.0,0.0009003826616781856
17f6a3ceea8l0i6yrr9i9li6sityc,1,1,0.0,0.0004508266716793123
17f6a0bda2cl0i6yrtkvf0vjp9puf,0,1,0.0,0.0004023146579145736
17f6a4a6036l0i6yrvd9spb0xhw8tg,11,1,1.1322034949212243e-05,0.001808018662679597
17f6a47bf80l0i6ys0d6zu6xbqlwu2,0,0,0.0,0.0004023146579145736
17f6a58d8d2l0i6ys2scc9vx91u6pp,3,0,0.0,0.0014022774550968274
17f6a170239l0i6ysg3xam4t0zopmn,9,5,6.352164985620136e-06,0.0008736521333738877
17f69f92eebl0i6yshu9cbf402o9dp,4,6,3.116156408040067e-06,0.0005292599748960112
17f69f7b6e7l0i6ysj8mlloa8u65n9,15,11,1.3183738649400284e-05,0.0008300645163306935
17f69ee8f6el0i6ysmpe59c9uqwri4,0,3,0.0,0.0004023146579145736
17f69f11a62l0i6yswxrtoktawxqv,1,1,0.0,0.0004707568434803405
17f69edd929l0i6yt0z56hlzhtjwzu,0,4,0.0,0.0004023146579145736
17f69dccb97l0i6yt6w0ys92ic7km6p,0,1,0.0,0.0004023146579145736
17f69eb0a50l0i6yt8vwaeqz4djpgo,14,7,1.1266103936760242e-05,0.0008829145816658888
17f69d1f23cl0i6ytdsizgpbatwgb,11,17,2.374670985819251e-05,0.000698128979070864
17f69df2d3cl0i6ytiz05kga4oygzh,14,17,9.343275630106799e-05,0.0008055835546675277
17f69d72c7bl0i6ytp7vgblxte06s,0,4,0.0,0.0004023146579145736
17f6a2f96a7l0i6ytu14rxjb7bw7x9,0,2,0.0,0.0004023146579145736
17f69d7f00al0i6ytxittgv1hoa7vg,10,17,6.232312816080134e-06,0.0005978863919940716
17f6a0191adl0i6yu0apvoxijwr9gh,0,0,0.0,0.0004023146579145736
17f6a48e789l0i6yu31h78fyzf033f,33,4,7.50634137829036e-05,0.003160851715867151
17f6a376603l0i6yuaiwj16jsztf7e,1,2,4.794086781600103e-07,0.0005163849671908519
17f6a359878l0i6yufgzh9jcns3vb,8,4,5.936677464548127e-06,0.0008332563002591533
17f6a5acdf4l0i6yuhp3y4ou046hc3,25,0,0.0,0.004600878810389389
17f6a53e49dl0i6yunvzzo7rq8l7cb,31,5,7.232678924507356e-05,0.002505083050811797
17f6a3d0ac1l0i6yut1mv1q5riwtbe,2,0,0.0,0.0006953692847355415
17f6a4b452bl0i6yuv2ywajxgixbnd,8,2,8.149947528720175e-06,0.0010578215430952721
17f6a070695l0i6yv1st2tyq59xlk,0,1,0.0,0.0004023146579145736
17f6a4415dcl0i6yv78pnx35hqq3u8,2,1,0.0,0.0005362577754168957
17f6a55a3a8l0i6yvd9wioasyfq39c,2,5,1.1985216954000258e-05,0.0005694008871790258
17f6a26dde8l0i6yvhv0sfaca0cp78l,18,4,1.2464625632160268e-05,0.0014005176211478582
17f69cf16d9l0i6yvjvc9in38ydv3c,0,4,0.0,0.0004023146579145736
17f6a05a586l0i6yvqntjzd6hpa4jl,5,7,1.8217529770080393e-05,0.0006043312576300577
17f69dc762dl0i6yvxw3r8a3zemfvb,1,2,2.3970433908000515e-07,0.00048786738987178233
17f6a367a0el0i6yw7fx9h19jrzggp,0,0,0.0,0.0004023146579145736
17f6a0bd238l0i6yw9dgiguttijn5,0,0,0.0,0.0004023146579145736
17f69e78bd0l0i6ywdt9vwdes5tt4b,21,15,0.00010475878632259818,0.0012519996350238232
17f6a23208cl0i6ywofpwtfyw4q8jl,7,2,0.0,0.0007419384876590096
17f69f93e2cl0i6ywpl2tdr0v79vp8,1,1,2.3970433908000515e-07,0.00048786738987178233
17f6a353752l0i6ywvuiyio67jzpbh,20,4,2.80454076723606e-05,0.0018027239249954995
17f69fd0dd7l0i6yx1o187uqkxkf08,1,4,1.3183738649400284e-05,0.0004421685831229392
17f69eb5eefl0i6yx32k657x6so7zf,4,3,1.917634712640041e-06,0.0007627269881382963
17f6a4720aal0i6yxmkks4qfttp3b8,0,1,0.0,0.0004023146579145736
17f69eb7e95l0i6yxnw6glz7q4fubb,15,9,3.8412620337570826e-05,0.0009903205090051955
17f6a01ad5cl0i6yxv6sq0qoo7tk0a,7,5,2.6782964819872574e-05,0.0008861800921022659
17f6a2def99l0i6yxwb7eyuhvu38tg,18,10,3.25718246086547e-05,0.0010738611004273754
17f6a10de56l0i6yygvqflqpozsvd,6,2,4.074973764360087e-06,0.0016606825113547237
17f69e29ac1l0i6yyt36xomtyw80pr,0,1,0.0,0.0004023146579145736
17f69d42847l0i6yywsyxrvn97q7pa,0,3,0.0,0.0004023146579145736
17f6a16077el0i6yz89rtvo0b08wet,6,4,2.6367477298800566e-06,0.0007503276743440005
17f6a4e77c6l0i6yz8ue9ura86soil,0,1,0.0,0.0004023146579145736
17f6a320fd9l0i6yzgmo2bwje3vtwa,0,0,0.0,0.0004023146579145736
17f6a57a3dfl0i6yzlyirzoe6ek9qe,23,2,0.0,0.002233451627678098
17f69d8f6ecl0i6yzyadne1wptx69k,0,3,0.0,0.0004023146579145736
17f6a42b641l0i6z019225gr50ro3y,11,4,1.2224921293080262e-05,0.0012401414063717962
17f6a385eaal0i6z025b3timpwicqi,6,1,1.4382260344800308e-06,0.0013958977970757133
17f6a26edb1l0i6z0c0l7q5bk6a84s,0,0,0.0,0.0004023146579145736
17f69fb509el0i6z0gtmfmrez3jub,0,2,0.0,0.0004023146579145736
17f69feb47dl0i6z0k3ravqm7glk,0,1,0.0,0.0004023146579145736
17f69f00cfel0i6z0mmodqv7jvdaci,16,4,0.0,0.0010840502855942278
17f69dfb029l0i6z0wqysfsnnae3v,12,8,0.0,0.0007593112821745574
17f69d1db06l0i6z0z639orzq5og3g,6,9,5.033791120680108e-06,0.0006493753017541683
17f6a302bd7l0i6z12o9lq9y1lew9n,23,9,7.610612765790163e-05,0.0014586211439803261
17f69ef99e6l0i6z16kucxff07ajb,3,1,1.1985216954000257e-07,0.0008500893149806699
17f6a21d89al0i6z17flcn6njlnoa,10,4,7.670538850560165e-06,0.0010224210646630476
17f6a47d8c4l0i6z1hixh46ze7d0j,0,5,0.0,0.0004023146579145736
17f6a4a39c2l0i6z1owhunir5sz7ok,0,6,0.0,0.0004023146579145736
17f69cf24d6l0i6z1pyyc80cokt3a,1,2,2.3970433908000515e-07,0.0005163849671908519
17f6a5b8c8al0i6z1sda5f93o89ubg,0,1,0.0,0.0004023146579145736
17f69fbc645l0i6z1th5oc8w2y7kqk,3,6,0.0,0.0004993991039543484
17f6a2e238el0i6z20md0879bx2sa,0,1,0.0,0.0004023146579145736
17f6a3a9029l0i6z27h60v22c5sisi,5,4,2.7805703333280595e-05,0.0007972650960985909
17f69f23c47l0i6z297epd0jcox8d,6,1,1.4382260344800308e-06,0.0011395949859122464
17f69d31a06l0i6z2kyia61ityqps,1,3,4.794086781600103e-07,0.000573420121828991
17f6a1704cdl0i6z2ohrqnekxuveon,3,8,1.725871241376037e-05,0.0006286871428543855
17f6a37a5f1l0i6z2ptkcpanfvzxk,20,6,1.6539599396520355e-05,0.0013035063026081784
17f69d38beel0i6z2uah4n55ouvrrh,0,2,0.0,0.0004023146579145736
17f69db3251l0i6z2uxrqc134y3ewp,1,4,0.0,0.00045120193331869276
17f6a0250f0l0i6z33camvyws96s0v,1,0,0.0,0.0005163849671908519
17f6a6452b7l0i6z39vw4cv451i5eh,9,7,9.727202079866609e-05,0.0014643380694174938
17f6a54cd85l0i6z3dvc1msyzxgnhb,1,1,0.0,0.000573420121828991
17f6a468558l0i6z3evwocwf8dyje,1,1,0.0,0.00044033809433999965
17f6a542bd4l0i6z3nv6rhyzwgpy3s,0,1,0.0,0.0004023146579145736
17f6a590e96l0i6z3ozc8rcbywnwpk,35,3,3.823284208326081e-05,0.005237215068447993
17f6a1094del0i6z3usa6gslbq7dbv,8,5,3.355860747120072e-06,0.0007465664998955783
17f69d18668l0i6z3zu42cdeukhk8j,1,1,2.3970433908000515e-07,0.0007445255857434084
17f6a056aafl0i6z4af9sblixpdylg,5,2,1.1985216954000258e-06,0.0009790915239196911
17f6a418567l0i6z4aoex55cxoyq5,21,4,0.0,0.0014887515473704619
17f6a474991l0i6z4cwbbfkzh4re1b,8,1,0.0,0.0012973464774972104
17f6a0988d8l0i6z4hc87seey9tml6,4,10,1.0786695258600232e-05,0.0005702053222079537
17f6a01fd7dl0i6z4m61s5fhcnqbsl,5,8,6.448046721252139e-05,0.0007666001527278556
17f69d05071l0i6z4v1gz1oqx0zdoi,8,17,1.3183738649400284e-05,0.0005892270066460406
17f69e8a2b8l0i6z4x8r2r0q9rh0e,0,0,0.0,0.0004023146579145736
17f6a10d252l0i6z5198munduncnjs,0,1,0.0,0.0004023146579145736
17f69f69a20l0i6z54ww74ju60bty,15,9,7.730864442561964e-05,0.0018982949762461005
17f69d7e1b7l0i6z5a4ncivwwpp2qj,2,13,2.3491025229840504e-05,0.00045889022452492545
17f6a4fb9a1l0i6z5hvvg1hhcj3ei,12,1,4.314678103440092e-06,0.0015043833812670984
17f69db88c7l0i6z5ndofcii9xrcxj,2,7,0.0,0.0004452873043627088
17f6a1f8766l0i6z5q9r5tu6mrj36h,6,9,3.895195510050084e-05,0.0006778189423664286
17f6a46e932l0i6z5rezx45hbss4r,1,0,0.0,0.0007445255857434084
17f6a3a46ccl0i6z5xed8ncsfqghvd,9,7,3.068615047455865e-05,0.0010108014842530409
17f69cf2d89l0i6z60v1napt1t9k63,1,12,5.752904137920123e-06,0.00041581226231452426
17f6a59863fl0i6z6burs88c0miyu,6,3,3.327895240894071e-05,0.0015507752666467718
17f69f71f60l0i6z6caa01v3eaefsv,14,12,1.2944034310320278e-05,0.0007750702918786581
17f6a30a47el0i6z6ibwvy43l0c4ve,2,3,1.0067582241360216e-05,0.0005089762875604059
17f6a13c3d8l0i6z6jjzorqhmoanqe,5,4,0.0,0.0006187173359726924
17f69d1e7e0l0i6z6mt86j6rq8kd7k,12,21,0.0002056463475690544,0.0008832424504373267
17f6a21f232l0i6z6yse22dhf9ffk,17,8,0.0,0.0009705039520841582
17f6a529d76l0i6z7317q6dcu048df,0,0,0.0,0.0004023146579145736
17f69f8a495l0i6z73t2p7blhg5kfk,1,0,0.0,0.00042309499351749717
17f69d9fd6dl0i6z7g6vzjb17ulqd,0,1,0.0,0.0004023146579145736
17f6a2e0377l0i6z7guw0djley785,0,0,0.0,0.0004023146579145736
17f6a593684l0i6z7nl19q2aff4zjt,26,2,5.712953414740122e-06,0.003321242738769062
17f69dd4a95l0i6z7rq2htblkttsdr,1,3,4.794086781600103e-07,0.0004177962333431456
17f6a37e8a8l0i6z814i8ubxe1ty0d,7,2,0.0,0.0009099738981599903
17f69fd99f0l0i6z81ym04r89cha6i,16,10,1.3423442988480288e-05,0.0008943267681085577
17f69c5a795l0i2m72bjeqbh713r3o,0,0,0.0,0.0004023146579145736
17f69869a3bl0i2m72p0sbjub568ch,1,0,0.0,0.0004286349016086402
17f69886115l0i2m7307w4njyfhwt5,1,0,0.0,0.0004707568434803405
17f697ae5eel0i2m74j1houvhsid9m,0,0,0.0,0.0004023146579145736
17f697edfb9l0i2m79bx2q2xwbbjtl,1,0,0.0,0.0005163849671908519
17f6986ad2el0i2m7q7y6gl2myxkh8,3,0,0.0,0.0009924454402294456
17f69d3927cl0i2m7rak61iym4ek,0,0,0.0,0.0004023146579145736
17f699ae4a0l0i2m7xeop7sxh8y65e,1,0,0.0,0.0005207761999883237
17f6981bb8al0i2m7z49o4mk7lid3,0,0,0.0,0.0004023146579145736
17f699007d5l0i2m80jyrpycbrgzml,0,0,0.0,0.0004023146579145736
17f6961933bl0i2m880lere7qq0dqn,1,0,0.0,0.000572186772694967
17f698e05eel0i2m8lxtk1iuo5pp3,3,0,0.0,0.0006662982415535253
17f69bc29c9l0i2m8mjnl6ac43o3sa,3,0,0.0,0.0009759315506326088
17f69c40d99l0i2m8n9bf756iumzy9,0,0,0.0,0.0004023146579145736
17f699b601fl0i2m8statevuowxrrb,1,0,0.0,0.000573420121828991
17f69d83e6bl0i2m8v6af0i4h94ltb,0,0,0.0,0.0004023146579145736
17f69a3ca6bl0i2m99b111ivu2aamcc,1,0,0.0,0.0007445255857434084
17f69dedf7al0i2m9b4pz1v8jipl5,0,0,0.0,0.0004023146579145736
17f69e79661l0i2m9c3uzzwon60ru,2,0,0.0,0.0007360190057043916
17f69f08b12l0i2m9h4uay98lftdb,0,0,0.0,0.0004023146579145736
17f69f46160l0i2m9j5wvl4iyb5vv,0,0,0.0,0.0004023146579145736
17f69755f06l0i2m9ygrrte15vxjjn,1,0,0.0,0.000572186772694967
17f69c93d09l0i2m9yixlupxvwoc7r,1,0,0.0,0.0004217488649277089
17f69a317f4l0i2m9zw0s2ceqss32f,9,0,0.0,0.0015084410120364759
17f6973afc2l0i2ma51e7fflgwsv2m,1,0,0.0,0.0004407348211889705
17f69ad0772l0i2ma7gusqx8w2s1ao,1,0,0.0,0.0006068133630344577
17f69e77e65l0i2mam30d45d317ze1a,1,0,0.0,0.0007445255857434084
17f69c37b1fl0i2manq5puf8m7lj6,1,0,0.0,0.0004174195788242841
17f696f8b63l0i2maq3fi94tgr4s4t,0,0,0.0,0.0004023146579145736
17f69d5a094l0i2mata8cfyj4ci55t,2,0,0.0,0.0006352974865818122
17f69d6cc12l0i2maurcz3u35zq1e6,2,0,0.0,0.0004649997878403211
17f699556dcl0i2mb8hu2t8gym49k9,1,0,0.0,0.000499212012289073
